file,T_PM_MAE,T_PM_MSE,T_PM_R2,T_PM_COV,c_MAE,c_MSE,c_R2,c_COV,d10_MAE,d10_MSE,d10_R2,d10_COV,d50_MAE,d50_MSE,d50_R2,d50_COV,d90_MAE,d90_MSE,d90_R2,d90_COV,T_TM_MAE,T_TM_MSE,T_TM_R2,T_TM_COV,T_PM_MAE_closed,T_PM_MSE_closed,T_PM_R2_closed,T_PM_COV_closed,c_MAE_closed,c_MSE_closed,c_R2_closed,c_COV_closed,d10_MAE_closed,d10_MSE_closed,d10_R2_closed,d10_COV_closed,d50_MAE_closed,d50_MSE_closed,d50_R2_closed,d50_COV_closed,d90_MAE_closed,d90_MSE_closed,d90_R2_closed,d90_COV_closed,T_TM_MAE_closed,T_TM_MSE_closed,T_TM_R2_closed,T_TM_COV_closed
file_12738,0.20020227088251955,0.06279981665378094,0.983761462369845,99.2849846782431,0.000319975688645972,2.1588246241374744e-07,0.9669350356488671,100.0,1.4714104221581521e-05,3.83532954703914e-10,0.6223475002150345,2.96220633299285,1.3475514261053582e-05,3.3110527191683445e-10,0.6095078686435391,31.971399387129722,2.7692219592648286e-05,1.210073931184843e-09,0.3183884525049392,18.283963227783453,0.2243643073182607,0.08106993168594422,0.980111199624226,96.5270684371808,0.36207720339692995,0.33859698074377853,0.9116016830073027,93.55168884339817,0.0005953808847155448,6.928696213254861e-07,0.8924157442614044,100.0,1.5356226001097333e-05,4.2081517489579273e-10,0.5826373067638596,2.968270214943705,1.4168399344740052e-05,3.6013253582684674e-10,0.5722551853476509,31.934493346980553,2.762183146787961e-05,1.2242974559901374e-09,0.30354504273482064,18.42374616171955,0.3766295949741441,0.3645596204070387,0.9098212958661281,91.60696008188332
