file,T_PM_MAE,T_PM_MSE,T_PM_R2,T_PM_COV,c_MAE,c_MSE,c_R2,c_COV,d10_MAE,d10_MSE,d10_R2,d10_COV,d50_MAE,d50_MSE,d50_R2,d50_COV,d90_MAE,d90_MSE,d90_R2,d90_COV,T_TM_MAE,T_TM_MSE,T_TM_R2,T_TM_COV,T_PM_MAE_closed,T_PM_MSE_closed,T_PM_R2_closed,T_PM_COV_closed,c_MAE_closed,c_MSE_closed,c_R2_closed,c_COV_closed,d10_MAE_closed,d10_MSE_closed,d10_R2_closed,d10_COV_closed,d50_MAE_closed,d50_MSE_closed,d50_R2_closed,d50_COV_closed,d90_MAE_closed,d90_MSE_closed,d90_R2_closed,d90_COV_closed,T_TM_MAE_closed,T_TM_MSE_closed,T_TM_R2_closed,T_TM_COV_closed
file_12738,0.15448093771412036,0.04137620407136394,0.9894397557304919,76.01668404588112,0.0003580988338463565,2.9512649437933583e-07,0.954921628035844,96.97601668404589,1.4574656687351127e-05,3.7230186447874943e-10,0.6327170338439987,99.89572471324296,1.3398967250368809e-05,3.3055097842245757e-10,0.6137398069252203,99.79144942648593,2.7504461748640625e-05,1.2172235255683816e-09,0.32100685476893787,100.0,0.14318515168527848,0.04467912848076149,0.9891666470896987,76.85088633993743,0.4217031977665571,0.42541921434211083,0.8903613933976007,56.635318704284224,0.0007113035240898959,8.638180522922115e-07,0.8662350202049125,83.2810867293626,1.6102190863419202e-05,4.567354451593606e-10,0.5460909460276255,99.89550679205851,1.5048976359264038e-05,4.015846356037127e-10,0.5273700999286848,99.79101358411702,2.7879024067886663e-05,1.2626710008974815e-09,0.28864473837302407,100.0,0.37909655695305217,0.3582539930342532,0.9124018942606364,59.87460815047022
