file,T_PM_MAE,T_PM_MSE,T_PM_R2,T_PM_COV,c_MAE,c_MSE,c_R2,c_COV,d10_MAE,d10_MSE,d10_R2,d10_COV,d50_MAE,d50_MSE,d50_R2,d50_COV,d90_MAE,d90_MSE,d90_R2,d90_COV,T_TM_MAE,T_TM_MSE,T_TM_R2,T_TM_COV,T_PM_MAE_closed,T_PM_MSE_closed,T_PM_R2_closed,T_PM_COV_closed,c_MAE_closed,c_MSE_closed,c_R2_closed,c_COV_closed,d10_MAE_closed,d10_MSE_closed,d10_R2_closed,d10_COV_closed,d50_MAE_closed,d50_MSE_closed,d50_R2_closed,d50_COV_closed,d90_MAE_closed,d90_MSE_closed,d90_R2_closed,d90_COV_closed,T_TM_MAE_closed,T_TM_MSE_closed,T_TM_R2_closed,T_TM_COV_closed
file_12738,0.18241226113964734,0.06479099960140511,0.9830766912206774,100.0,0.00023273844110933127,1.2664437966236773e-07,0.981387127037813,98.58442871587462,7.835921227662507e-05,7.69054779353861e-07,0.0030842891486918544,4.448938321536906,5.72945013630293e-05,8.871132535641642e-09,-0.8753680207061305,94.23660262891809,0.00010498854291704966,1.5414296878919439e-06,0.00016410934635435748,81.09201213346815,0.16898944521730547,0.05915908511390853,0.9853392956388686,100.0,0.26090235117598864,0.15748282922647122,0.9584675735971936,100.0,0.00042493193732982045,4.2299040637553825e-07,0.9353746431356187,98.48024316109422,7.828117801949078e-05,7.710486975189401e-07,0.002519349717714725,4.4579533941236065,5.806156431189993e-05,8.642567253911757e-09,-0.8261714951099683,93.81965552178319,0.00010546805700645427,1.5448505645889387e-06,-3.114517730429256e-05,81.2563323201621,0.24846598867255285,0.1585564287823538,0.9603804258854771,100.0
