file,T_PM_MAE,T_PM_MSE,c_MAE,c_MSE,d10_MAE,d10_MSE,d50_MAE,d50_MSE,d90_MAE,d90_MSE,T_TM_MAE,T_TM_MSE,T_PM_MAE_open,T_PM_MSE_open,c_MAE_open,c_MSE_open,d10_MAE_open,d10_MSE_open,d50_MAE_open,d50_MSE_open,d90_MAE_open,d90_MSE_open,T_TM_MAE_open,T_TM_MSE_open
file_12738,0.12799479028602362,0.030393707563578107,0.0002573133623399623,1.747851220423907e-07,8.661148014751133e-06,1.2974481082223392e-10,7.322329562599389e-06,9.551354789359991e-11,1.4333016111677993e-05,3.268088724227526e-10,0.11562002782351362,0.030478301228204427,0.2554799961386388,0.18193945393008756,0.0004793405379316883,4.798046360608185e-07,9.487549951910958e-06,1.5458314773377306e-10,8.213161611555558e-06,1.178334032207497e-10,1.4376875109796821e-05,3.2446466820034657e-10,0.24573663497318077,0.1904601065344075
